rideable_type,day_of_week,month,season,trip_duration_mins,hour,trips,day_of_month
1,6,9,3,5,9,26,2
1,0,10,3,23,10,6,8
0,3,4,1,8,21,8,26
0,4,8,2,45,21,1,31
1,2,7,2,7,0,3,11
1,5,2,0,22,8,3,10
1,0,7,2,5,19,13,16
0,5,10,3,52,11,2,27
0,6,2,0,24,5,1,18
1,4,8,2,26,17,3,24
1,4,9,3,46,16,3,14
1,2,5,1,27,11,2,23
1,5,8,2,27,7,5,11
0,5,9,3,12,23,5,29
0,3,3,1,12,14,3,1
0,0,7,2,13,0,6,2
0,6,4,1,13,16,6,22
0,3,3,1,8,15,24,1
1,6,10,3,19,16,9,7
1,6,12,0,4,8,4,23
1,2,6,2,84,14,1,20
0,3,4,1,5,16,16,5
1,5,2,0,22,14,2,10
0,2,5,1,2,15,20,30
1,2,4,1,7,10,1,4
0,3,12,0,25,15,3,13
0,3,5,1,44,16,1,3
1,3,4,1,17,20,3,5
0,6,7,2,35,21,3,29
0,6,6,2,23,14,6,17
0,1,5,1,10,15,6,1
1,2,6,2,20,20,3,20
0,5,10,3,2,14,15,6
1,1,5,1,87,19,1,22
1,3,8,2,58,20,1,9
1,2,9,3,13,5,3,26
1,6,4,1,33,22,3,15
1,6,6,2,10,9,16,10
1,0,11,3,10,18,8,12
1,1,7,2,82,13,1,3
0,0,8,2,7,23,7,13
0,1,7,2,7,21,19,3
1,2,8,2,31,21,3,22
1,5,6,2,46,19,1,23
1,6,11,3,3,15,2,11
1,3,11,3,6,10,3,1
0,6,7,2,33,12,2,1
1,0,7,2,26,19,6,16
1,4,6,2,4,7,34,22
1,6,4,1,9,21,2,22
1,2,11,3,32,12,1,21
1,0,8,2,47,14,1,13
0,0,10,3,21,12,8,1
0,5,1,0,11,21,1,27
1,0,2,0,51,2,1,12
0,6,5,1,11,1,5,20
0,0,7,2,2,0,3,2
1,3,8,2,34,5,1,9
0,0,7,2,4,3,1,16
1,5,5,1,19,8,5,26
0,5,10,3,3,15,13,6
0,5,6,2,87,15,1,23
1,3,4,1,30,12,1,5
1,6,9,3,53,20,2,23
0,2,2,0,32,16,2,21
1,4,8,2,10,20,7,31
1,3,9,3,10,5,4,13
1,3,7,2,88,8,1,19
1,5,5,1,14,15,6,12
1,0,12,0,10,20,1,3
0,4,6,2,32,16,2,1
0,5,2,0,19,19,1,17
0,6,11,3,12,11,5,18
0,5,11,3,9,13,19,3
1,6,5,1,4,10,8,27
0,2,4,1,17,17,2,4
0,0,7,2,81,14,2,23
0,6,6,2,14,17,25,17
0,5,12,0,8,9,3,1
1,4,12,0,6,9,1,21
1,3,11,3,27,12,2,22
1,0,8,2,7,19,15,13
0,5,9,3,82,12,1,15
1,2,9,3,12,10,5,19
1,2,10,3,13,14,6,24
1,4,4,1,27,12,4,13
1,5,9,3,22,11,6,22
1,1,10,3,35,19,2,2
1,6,11,3,4,11,23,18
0,0,6,2,43,21,1,4
0,5,9,3,28,12,2,15
1,6,7,2,16,21,3,1
0,1,9,3,45,7,1,4
0,5,8,2,17,20,4,4
1,6,1,0,7,22,1,14
1,4,3,1,76,15,1,9
1,0,8,2,17,19,15,27
1,3,11,3,14,17,8,29
1,4,7,2,75,11,1,6
1,0,10,3,14,7,8,8
0,6,7,2,32,15,4,22
0,4,12,0,2,22,3,14
0,1,11,3,19,21,4,6
1,2,6,2,20,11,1,27
1,3,12,0,30,17,2,27
0,1,8,2,3,18,34,7
1,1,3,1,14,18,2,27
1,0,2,0,3,10,21,26
1,0,6,2,15,16,4,11
1,3,5,1,25,11,2,3
0,5,7,2,10,8,20,14
1,5,1,0,32,7,1,20
1,6,1,0,13,21,2,14
1,0,2,0,19,10,2,12
1,0,7,2,22,2,1,9
0,3,9,3,31,17,3,27
1,4,10,3,10,18,23,19
0,6,8,2,34,9,2,26
1,1,11,3,8,14,18,20
1,5,6,2,12,12,7,16
0,4,10,3,22,22,4,12
1,6,7,2,8,21,21,15
0,2,7,2,47,13,1,25
0,5,4,1,46,7,1,28
1,5,4,1,2,3,1,14
0,2,5,1,21,17,7,30
1,4,10,3,15,7,6,12
1,2,4,1,69,12,1,18
0,1,9,3,12,7,7,11
1,2,12,0,14,16,12,12
1,1,7,2,31,15,2,17
0,0,4,1,11,21,4,16
0,5,8,2,7,5,1,18
1,3,10,3,30,10,1,4
1,0,9,3,25,16,7,10
0,1,5,1,5,23,5,22
1,5,4,1,35,6,1,7
1,4,5,1,153,8,1,11
1,6,3,1,44,23,1,4
1,6,9,3,17,0,10,16
1,6,6,2,2,10,8,3
0,0,8,2,2,2,6,13
1,2,9,3,16,9,2,19
1,0,11,3,28,14,7,12
1,5,4,1,45,13,1,7
1,4,4,1,6,21,16,13
0,3,9,3,14,23,3,20
1,6,11,3,10,13,13,4
0,5,7,2,18,6,3,14
1,2,5,1,2,19,4,16
0,0,11,3,23,14,2,19
0,4,5,1,41,6,1,11
0,6,7,2,33,22,3,1
0,0,6,2,5,19,18,25
1,5,4,1,70,13,1,14
1,1,7,2,30,11,2,3
0,4,9,3,15,19,14,14
1,5,1,0,37,13,1,6
0,5,6,2,10,8,13,16
1,5,9,3,18,15,10,1
0,6,4,1,33,16,10,15
1,6,4,1,24,17,4,8
1,6,8,2,3,23,4,19
0,2,7,2,26,13,2,11
0,1,6,2,12,15,17,5
1,4,2,0,14,7,2,2
0,0,8,2,27,10,6,20
1,5,11,3,6,13,27,3
1,2,10,3,35,14,3,10
0,1,10,3,3,7,26,9
1,2,6,2,32,22,2,20
1,3,8,2,14,12,6,2
0,2,8,2,6,14,21,22
0,0,6,2,11,14,10,11
1,1,12,0,11,10,1,4
1,5,6,2,6,6,2,16
1,0,9,3,18,3,1,3
1,5,4,1,27,20,2,21
1,1,12,0,6,15,16,18
1,3,4,1,30,10,1,12
1,3,11,3,5,14,5,29
1,0,9,3,12,4,2,3
0,3,12,0,14,8,2,13
1,6,1,0,4,16,1,21
0,6,11,3,24,9,1,25
0,4,3,1,13,23,2,16
0,1,7,2,61,13,1,3
1,6,8,2,58,19,2,12
1,0,6,2,20,21,3,18
1,3,3,1,6,16,5,15
0,4,5,1,32,21,1,4
0,0,4,1,10,3,1,30
1,2,5,1,4,20,20,9
1,0,3,1,19,14,6,5
1,5,6,2,39,21,1,23
1,5,6,2,49,19,1,23
1,2,11,3,34,13,1,14
1,3,8,2,16,14,5,9
0,4,6,2,25,15,2,15
1,0,7,2,38,19,4,30
1,2,1,0,28,13,1,31
0,3,11,3,18,11,3,22
0,4,12,0,23,12,1,14
0,6,4,1,14,10,6,29
0,0,8,2,11,16,14,13
1,2,1,0,17,12,1,24
0,5,2,0,12,0,1,17
0,5,4,1,24,13,3,28
0,1,4,1,5,6,16,10
0,2,6,2,15,13,4,13
0,1,11,3,21,5,3,20
0,5,8,2,44,13,1,4
1,6,12,0,105,8,1,30
1,3,9,3,35,11,3,20
0,1,10,3,15,20,1,23
0,2,4,1,8,18,28,18
0,3,12,0,10,12,5,20
1,3,4,1,42,15,1,26
0,6,5,1,21,17,9,20
0,1,2,0,7,18,16,20
1,3,6,2,8,16,19,14
1,0,6,2,10,20,7,25
1,6,7,2,106,21,1,15
1,4,5,1,53,14,1,18
1,4,9,3,53,15,2,14
1,2,9,3,28,19,5,12
1,5,7,2,12,0,2,14
1,0,5,1,16,11,2,14
0,3,4,1,118,22,1,12
0,5,6,2,2,9,2,30
0,1,9,3,21,8,6,18
0,6,7,2,23,8,2,8
0,5,9,3,68,12,1,29
1,6,8,2,20,14,20,19
1,0,8,2,45,3,1,27
1,2,1,0,7,9,8,24
1,6,6,2,17,17,19,3
0,4,7,2,22,16,9,13
1,3,8,2,73,18,1,2
1,2,3,1,6,7,28,21
1,2,6,2,25,22,2,13
0,0,12,0,3,10,9,31
1,6,5,1,30,0,1,20
0,4,5,1,62,15,1,18
1,2,5,1,22,9,2,23
1,0,2,0,9,21,1,19
1,5,12,0,8,18,6,8
0,5,6,2,21,0,1,16
1,1,6,2,77,22,1,26
1,2,7,2,41,5,1,18
1,1,9,3,16,18,10,4
0,5,7,2,21,5,4,14
0,3,2,0,4,19,2,1
1,1,10,3,36,15,2,30
0,0,10,3,2,21,7,15
0,0,5,1,20,20,1,14
1,6,8,2,35,10,3,12
1,5,7,2,4,16,39,21
1,5,8,2,9,20,14,25
1,2,1,0,17,11,1,10
1,3,4,1,6,5,1,12
1,5,11,3,27,7,1,17
0,6,10,3,21,23,1,14
1,0,9,3,14,14,14,17
0,5,7,2,31,11,2,14
1,5,9,3,7,11,25,15
1,1,11,3,3,13,3,6
1,6,10,3,2,22,1,21
1,2,5,1,24,8,5,9
0,5,6,2,4,21,13,23
0,4,6,2,119,13,1,1
0,1,6,2,21,7,5,26
0,1,4,1,21,9,5,10
1,0,5,1,11,1,1,7
1,2,8,2,19,15,8,8
0,1,2,0,39,14,3,20
1,4,6,2,69,19,2,15
0,5,6,2,25,1,2,23
0,3,7,2,26,17,2,26
1,6,9,3,15,16,14,30
1,5,6,2,43,19,2,9
1,6,10,3,103,7,1,7
1,4,8,2,51,8,3,3
0,4,9,3,13,0,1,14
1,1,7,2,79,16,1,3
0,4,11,3,32,15,2,30
1,6,5,1,21,20,2,6
1,0,9,3,44,16,3,10
1,5,7,2,24,16,15,21
1,6,7,2,6,1,6,22
0,4,9,3,12,21,12,28
0,2,8,2,48,16,1,8
0,1,8,2,24,13,2,7
1,0,11,3,25,6,1,5
0,3,6,2,46,13,2,21
1,6,4,1,3,8,7,15
1,6,9,3,87,7,1,2
1,2,9,3,20,18,8,5
0,5,5,1,115,18,1,26
1,6,5,1,2,15,8,20
0,2,11,3,12,7,2,21
0,1,11,3,22,2,1,13
1,0,6,2,21,9,3,4
1,4,9,3,28,11,2,7
1,6,4,1,17,0,1,8
0,6,7,2,24,16,8,15
0,1,6,2,21,2,1,19
0,2,6,2,4,5,3,27
1,5,7,2,32,16,5,14
0,6,9,3,17,2,2,2
1,5,1,0,22,23,1,13
0,4,4,1,4,15,39,13
1,1,12,0,48,15,1,4
0,5,5,1,25,12,2,12
1,5,6,2,58,7,1,2
0,3,9,3,47,14,1,20
1,1,7,2,76,9,1,3
1,2,10,3,23,8,11,24
1,3,10,3,22,18,9,18
1,4,9,3,6,23,5,21
0,5,6,2,42,11,2,30
0,5,5,1,33,15,1,26
1,0,8,2,54,14,1,13
1,6,7,2,9,18,21,15
0,1,6,2,52,11,1,26
1,4,5,1,39,8,1,4
1,0,7,2,58,15,5,30
0,0,8,2,26,18,1,13
1,6,4,1,5,16,13,1
1,0,9,3,16,19,6,17
0,6,8,2,28,18,7,19
1,5,11,3,47,16,1,3
0,1,2,0,38,15,1,6
0,6,1,0,4,6,3,28
0,6,9,3,75,16,1,2
0,3,10,3,12,19,7,25
0,5,12,0,2,16,19,8
0,0,10,3,6,22,3,15
1,5,9,3,38,13,2,8
0,5,6,2,42,11,6,9
1,2,10,3,97,14,2,3
0,2,9,3,10,0,2,5
1,5,4,1,21,21,2,14
0,6,10,3,10,5,1,21
0,2,7,2,11,20,11,25
1,0,9,3,80,14,1,24
0,4,3,1,9,1,1,23
1,2,2,0,30,14,1,21
1,3,8,2,19,10,3,16
1,4,8,2,26,20,2,31
1,3,11,3,31,18,2,15
0,6,6,2,33,23,3,17
1,5,3,1,8,18,1,17
0,1,9,3,26,3,1,11
0,1,10,3,11,20,14,2
0,5,5,1,22,14,4,12
0,5,8,2,10,12,23,4
0,6,4,1,2,6,1,29
0,3,1,0,3,16,13,25
0,1,5,1,22,7,1,15
0,4,9,3,21,7,8,21
1,4,9,3,39,19,1,28
0,3,5,1,129,16,1,3
1,6,7,2,35,14,5,1
1,0,8,2,20,20,9,20
0,2,11,3,3,4,3,7
0,0,11,3,22,9,1,26
0,1,6,2,26,10,1,12
0,6,9,3,58,22,1,16
1,5,6,2,31,17,7,16
1,0,11,3,22,12,7,19
1,2,7,2,16,22,2,25
1,0,8,2,29,2,2,27
0,4,8,2,26,15,5,17
1,6,11,3,23,10,2,18
0,4,4,1,4,4,1,27
1,4,5,1,72,15,2,4
0,2,4,1,29,16,2,11
0,2,4,1,9,18,34,25
0,0,7,2,10,4,3,30
0,2,1,0,14,5,1,24
0,4,12,0,35,12,1,7
1,1,9,3,21,12,4,25
0,4,12,0,15,22,2,14
1,5,2,0,10,22,1,24
1,6,5,1,10,14,11,13
1,1,5,1,64,16,1,22
0,5,8,2,20,11,6,4
1,4,4,1,7,14,3,6
1,3,6,2,119,9,1,7
0,2,5,1,21,21,2,2
0,2,9,3,18,17,3,19
1,3,6,2,3,0,1,28
1,5,6,2,33,17,2,23
0,6,3,1,9,20,6,11
0,2,8,2,21,6,1,22
0,5,5,1,16,14,8,26
0,6,3,1,5,21,4,18
1,5,9,3,58,14,2,29
0,6,9,3,14,23,13,16
0,5,10,3,5,5,3,27
0,2,3,1,20,20,2,21
1,6,2,0,7,22,2,4
1,6,6,2,57,16,1,10
1,6,5,1,24,10,3,6
1,6,5,1,60,23,2,6
0,4,6,2,67,19,1,15
0,0,8,2,11,6,1,20
1,5,5,1,160,18,1,26
1,0,6,2,24,19,5,18
1,6,6,2,15,8,6,24
1,3,4,1,32,14,2,5
1,2,4,1,8,11,15,18
1,6,5,1,31,15,2,13
0,1,7,2,23,10,3,17
1,5,11,3,17,14,3,17
1,6,9,3,9,1,2,16
1,0,8,2,19,19,6,13
1,1,10,3,24,13,3,30
1,4,10,3,17,22,6,5
1,4,10,3,24,19,4,12
1,2,3,1,7,6,2,21
0,5,5,1,28,6,2,26
1,6,6,2,2,0,3,10
0,0,10,3,42,10,2,1
0,2,11,3,16,9,2,28
0,1,12,0,12,19,1,11
1,1,5,1,5,12,19,15
0,0,11,3,15,7,1,5
0,0,12,0,15,21,1,24
0,3,11,3,22,21,2,29
0,1,10,3,12,20,1,23
1,5,6,2,15,18,7,30
1,6,6,2,55,17,2,17
0,5,2,0,21,11,3,24
0,5,6,2,46,23,1,23
1,0,9,3,82,11,2,3
1,6,9,3,29,22,1,9
0,0,4,1,15,20,2,2
1,0,5,1,14,0,3,28
1,4,11,3,17,14,3,16
1,0,8,2,2,17,10,13
0,1,1,0,5,6,3,23
1,3,10,3,19,20,1,4
1,6,9,3,29,11,3,9
0,1,7,2,85,13,1,17
0,4,7,2,9,7,24,27
0,0,8,2,28,19,5,6
1,2,8,2,176,13,1,8
1,2,9,3,15,22,5,12
1,5,7,2,149,9,1,14
1,1,4,1,4,19,3,3
1,0,7,2,29,20,2,9
0,6,11,3,51,10,1,11
0,3,8,2,9,18,30,23
0,2,9,3,14,0,1,26
1,2,8,2,9,7,6,29
1,0,12,0,12,13,5,17
1,2,4,1,31,16,3,18
1,5,12,0,12,14,6,1
1,0,12,0,12,8,2,24
0,0,2,0,37,17,1,26
1,3,12,0,16,22,1,20
0,3,9,3,2,1,1,6
1,4,5,1,3,0,2,4
0,0,6,2,137,11,1,18
0,3,4,1,10,14,11,12
0,1,9,3,23,5,1,18
1,0,1,0,21,7,1,8
0,0,6,2,28,18,4,18
1,4,6,2,5,8,43,22
1,3,10,3,34,14,1,4
1,6,8,2,30,11,6,26
1,0,4,1,76,10,1,9
1,2,12,0,20,18,5,5
0,4,8,2,31,16,6,3
1,2,4,1,5,18,14,25
1,4,9,3,3,20,21,28
0,6,6,2,15,16,21,24
0,1,8,2,33,11,1,21
0,6,6,2,89,16,1,10
1,2,10,3,33,15,4,10
0,6,8,2,8,7,5,19
0,1,9,3,21,6,1,25
1,0,7,2,47,16,5,23
0,4,12,0,21,19,1,7
0,0,7,2,26,23,2,9
1,5,7,2,75,6,1,21
0,1,7,2,28,14,3,17
0,5,12,0,4,14,19,1
0,0,6,2,28,13,2,11
1,6,10,3,68,13,1,7
1,3,11,3,59,20,1,29
0,3,7,2,58,13,1,26
1,1,4,1,2,7,6,17
0,3,6,2,6,1,1,28
0,6,11,3,4,13,8,11
1,1,9,3,63,0,1,11
0,3,8,2,3,3,1,16
1,6,3,1,18,8,2,11
1,5,10,3,40,15,2,6
1,4,6,2,16,22,1,15
0,1,9,3,7,0,9,4
1,0,5,1,43,17,2,28
1,6,7,2,32,21,2,15
1,0,5,1,18,15,8,28
0,4,4,1,19,7,7,6
1,3,11,3,43,13,2,15
0,1,10,3,24,18,1,30
1,4,6,2,92,23,1,15
1,4,2,0,20,9,1,23
0,1,5,1,10,13,8,22
0,6,9,3,59,17,1,2
1,5,6,2,103,17,1,23
1,6,5,1,8,0,2,27
0,4,8,2,6,7,13,31
1,6,9,3,60,19,1,16
1,3,9,3,15,22,2,6
1,0,5,1,29,10,1,28
1,5,9,3,39,17,3,1
1,4,3,1,15,11,3,9
1,0,5,1,37,15,7,28
0,4,9,3,7,18,44,14
0,3,8,2,23,10,1,23
1,1,2,0,7,5,1,27
1,6,12,0,21,18,1,23
1,2,1,0,43,9,1,31
0,2,7,2,29,18,4,4
0,4,11,3,16,6,2,23
0,3,11,3,8,5,2,15
1,5,3,1,51,12,1,3
0,2,6,2,30,18,1,6
0,0,1,0,4,16,6,29
0,3,12,0,18,0,1,6
0,6,7,2,38,15,1,29
1,5,6,2,11,7,3,16
1,1,10,3,34,8,1,2
1,0,9,3,35,12,2,10
1,1,10,3,31,11,1,9
1,2,8,2,132,19,1,22
0,0,2,0,3,12,4,12
1,3,4,1,33,17,1,19
0,2,8,2,60,13,1,15
1,0,6,2,6,14,17,4
0,2,10,3,12,8,6,10
0,4,6,2,8,22,19,22
0,3,4,1,21,16,9,12
0,0,9,3,83,14,1,3
1,6,11,3,19,15,6,4
0,1,4,1,5,15,17,24
1,6,2,0,122,14,1,11
1,4,2,0,10,18,6,23
1,1,4,1,5,7,20,24
0,0,4,1,57,16,1,23
0,0,8,2,7,2,3,20
1,3,3,1,2,16,1,22
0,3,7,2,14,7,5,26
0,6,4,1,21,17,3,22
0,4,4,1,86,20,1,20
1,4,6,2,11,18,24,22
0,2,8,2,23,19,7,1
0,3,7,2,5,7,12,12
0,0,4,1,15,21,1,2
1,2,1,0,8,21,2,10
0,3,8,2,13,22,10,16
1,5,12,0,17,11,5,8
0,6,9,3,24,20,3,16
0,0,7,2,20,15,13,9
0,1,5,1,35,20,1,15
1,6,12,0,53,11,1,2
0,4,11,3,25,14,1,2
0,6,5,1,41,15,2,6
0,3,12,0,9,21,3,13
1,4,7,2,30,10,1,27
1,6,12,0,9,14,5,16
1,0,5,1,30,13,11,28
0,1,7,2,36,10,1,31
0,1,4,1,48,18,1,24
0,1,7,2,72,13,1,24
0,3,6,2,24,22,1,14
0,6,5,1,28,9,3,13
0,2,4,1,149,17,1,11
0,5,1,0,9,7,1,27
0,0,10,3,12,0,4,1
0,3,8,2,54,14,1,23
0,1,1,0,15,16,4,16
1,0,2,0,24,12,4,26
1,6,7,2,5,1,7,8
1,3,3,1,152,11,1,15
0,5,5,1,17,4,1,19
0,1,5,1,19,8,9,22
0,6,12,0,6,19,12,2
1,0,8,2,26,20,3,13
1,6,7,2,31,22,2,15
0,4,11,3,50,20,1,16
0,5,4,1,14,13,5,21
1,4,7,2,20,18,8,6
1,3,5,1,12,6,1,24
1,3,10,3,3,21,7,4
1,5,7,2,16,15,9,7
1,4,5,1,5,10,23,4
0,1,6,2,30,9,1,5
0,4,7,2,3,19,25,27
0,6,8,2,38,19,2,5
0,0,9,3,17,3,2,24
1,1,7,2,24,14,5,31
0,5,5,1,55,22,1,12
0,4,4,1,17,3,1,13
1,2,7,2,75,9,1,4
1,5,8,2,68,15,2,18
0,5,5,1,8,1,1,12
1,0,10,3,47,15,1,22
0,0,6,2,29,17,9,18
0,2,9,3,45,6,1,5
1,6,7,2,26,15,17,8
0,4,12,0,11,14,8,28
1,6,7,2,64,8,1,22
0,3,6,2,32,15,3,21
1,2,7,2,18,16,18,18
0,6,10,3,65,16,1,14
1,5,2,0,6,8,18,24
1,0,10,3,17,13,6,29
1,1,8,2,27,10,1,7
1,0,6,2,131,9,1,4
0,3,1,0,16,6,2,18
0,1,10,3,20,20,1,23
1,3,7,2,4,13,30,5
0,1,8,2,13,12,7,28
0,5,8,2,11,7,8,25
1,1,8,2,20,19,6,7
1,3,5,1,6,18,32,10
1,1,10,3,80,20,1,2
1,3,5,1,32,19,4,31
1,2,9,3,39,18,1,19
0,4,12,0,33,14,1,14
0,5,8,2,3,14,8,25
0,6,6,2,161,13,1,3
0,1,10,3,22,23,1,30
1,6,4,1,36,20,2,8
0,1,4,1,3,12,31,10
0,4,6,2,21,17,12,29
1,0,5,1,9,20,6,7
0,0,1,0,3,0,2,15
0,1,7,2,26,23,1,10
1,6,8,2,7,15,18,5
1,5,4,1,11,4,1,21
1,2,10,3,34,11,2,3
1,2,1,0,2,20,2,10
1,4,9,3,45,13,2,7
1,2,1,0,27,8,1,31
1,5,10,3,2,23,7,27
1,3,7,2,28,20,3,26
1,0,2,0,15,16,3,26
1,6,9,3,175,11,1,2
1,6,7,2,78,18,1,15
1,6,12,0,5,16,11,23
0,0,4,1,14,10,3,16
0,2,9,3,21,22,3,5
1,5,9,3,43,9,1,29
0,5,10,3,36,8,1,20
0,0,6,2,12,17,10,11
0,3,3,1,22,15,2,29
1,6,7,2,27,14,12,22
1,3,9,3,37,8,2,13
1,5,11,3,8,18,8,17
0,3,9,3,14,0,1,13
0,3,5,1,34,12,1,24
0,5,2,0,3,14,10,17
0,0,3,1,3,10,7,26
1,0,11,3,24,10,1,26
0,6,9,3,12,3,2,9
1,3,10,3,8,8,8,11
0,3,4,1,119,13,1,12
1,3,12,0,16,10,2,6
1,0,5,1,62,15,2,7
1,4,5,1,45,16,3,4
1,3,12,0,12,23,1,27
1,4,11,3,9,16,11,2
0,6,6,2,46,23,1,10
1,5,11,3,29,6,1,24
1,0,10,3,51,13,4,1
1,0,1,0,19,0,4,1
1,2,8,2,11,8,13,8
0,3,10,3,6,12,21,18
1,4,10,3,30,11,3,5
0,5,4,1,7,10,16,28
1,1,3,1,7,23,1,6
0,6,8,2,8,23,9,12
1,6,9,3,45,7,2,30
0,2,8,2,9,12,7,1
1,5,1,0,14,14,4,6
0,4,11,3,27,18,1,30
0,6,11,3,20,2,1,25
0,1,10,3,4,2,1,30
0,4,1,0,5,19,2,12
0,5,5,1,9,8,9,26
0,4,11,3,34,8,1,9
0,2,11,3,11,13,13,14
1,6,11,3,11,13,3,11
1,0,6,2,161,11,2,18
1,4,4,1,110,13,1,13
1,0,1,0,14,16,4,8
1,1,2,0,10,17,18,27
0,1,9,3,36,18,1,25
0,6,7,2,29,17,2,1
1,6,1,0,61,7,1,21
1,2,7,2,46,0,1,4
1,2,4,1,25,7,3,18
1,6,7,2,50,17,2,8
0,5,3,1,13,11,5,3
1,0,7,2,29,18,13,30
1,3,6,2,42,12,4,7
0,6,8,2,35,18,5,26
0,6,8,2,64,13,1,19
1,2,12,0,6,17,12,26
0,5,6,2,63,16,2,30
0,4,10,3,66,9,1,5
1,1,3,1,51,15,3,20
0,1,9,3,10,15,1,11
1,6,4,1,32,20,1,1
0,0,11,3,10,15,8,12
0,3,8,2,103,9,1,16
0,4,9,3,14,12,5,7
1,6,9,3,55,16,2,16
1,2,4,1,9,13,3,4
1,1,11,3,10,15,19,6
1,0,7,2,32,20,2,2
0,3,10,3,19,8,2,11
1,2,7,2,32,14,5,25
1,5,10,3,30,14,1,20
1,5,3,1,6,9,9,10
1,0,2,0,15,10,2,5
1,6,3,1,4,11,7,25
0,5,8,2,3,5,8,18
0,5,12,0,31,11,2,15
1,1,6,2,43,18,2,19
0,4,7,2,10,4,1,6
0,0,9,3,42,12,5,10
0,1,11,3,16,22,1,13
1,4,6,2,122,17,1,1
1,4,9,3,5,12,27,28
1,5,9,3,55,16,5,1
0,1,5,1,80,16,2,29
1,6,4,1,20,0,1,8
1,0,7,2,27,14,9,30
0,3,4,1,9,23,5,12
1,5,6,2,26,23,1,2
0,6,6,2,2,11,11,10
1,5,8,2,78,11,1,18
1,1,9,3,9,13,6,18
1,6,2,0,18,8,1,25
0,1,2,0,30,19,2,20
1,3,11,3,13,21,2,8
1,4,4,1,33,18,3,27
0,6,8,2,5,2,8,19
1,3,6,2,90,19,1,28
0,3,3,1,4,8,5,8
1,5,10,3,12,18,15,13
0,6,3,1,34,18,1,11
1,1,10,3,16,23,1,9
1,5,6,2,32,19,1,2
0,3,12,0,13,7,1,27
0,0,7,2,50,13,1,23
1,4,5,1,43,8,1,18
1,1,6,2,7,20,20,12
1,3,12,0,13,6,1,20
1,4,8,2,17,10,5,17
1,5,7,2,13,2,1,14
0,5,9,3,20,6,3,8
1,1,10,3,17,12,9,2
0,2,9,3,83,14,1,12
0,1,4,1,39,12,1,24
0,1,5,1,6,21,17,29
1,3,6,2,129,11,2,21
0,3,4,1,56,19,1,26
1,5,9,3,41,20,1,29
1,3,7,2,14,7,18,5
0,5,4,1,5,23,7,7
0,5,11,3,27,22,3,10
0,5,3,1,19,2,1,24
1,5,6,2,46,20,1,9
1,2,8,2,70,12,1,8
1,6,10,3,21,18,1,28
1,3,6,2,7,13,19,14
0,0,1,0,25,11,2,29
0,3,5,1,17,13,7,10
1,0,6,2,19,11,6,18
0,4,7,2,3,10,10,13
0,0,4,1,6,23,3,9
1,2,6,2,29,20,1,27
0,0,7,2,2,19,6,16
1,0,10,3,12,8,8,1
0,5,4,1,33,8,1,21
0,1,3,1,24,16,1,6
0,4,7,2,16,20,14,6
0,4,11,3,19,0,1,2
1,0,8,2,4,16,22,6
0,6,11,3,6,16,13,11
0,3,3,1,49,12,2,1
0,5,7,2,18,14,8,7
0,1,6,2,32,12,1,19
1,3,9,3,33,10,1,27
1,4,7,2,2,8,23,13
0,6,6,2,22,19,8,24
0,5,9,3,5,8,26,15
0,0,7,2,10,10,27,30
1,5,10,3,37,13,2,20
1,6,9,3,17,0,4,2
0,3,6,2,20,13,4,7
0,2,2,0,50,15,1,28
0,5,6,2,29,13,1,30
0,1,1,0,11,20,3,16
1,5,6,2,20,5,1,30
1,5,11,3,3,14,1,17
0,5,10,3,3,12,33,6
0,3,9,3,21,9,4,27
0,6,9,3,35,19,1,9
1,6,8,2,9,16,15,5
1,6,7,2,30,10,5,15
1,5,1,0,6,20,10,20
0,3,8,2,14,15,10,23
1,4,7,2,23,16,7,20
1,2,8,2,30,15,4,22
0,6,5,1,43,9,2,27
0,4,6,2,9,9,6,15
1,4,9,3,100,18,3,14
0,5,12,0,8,21,3,29
0,1,3,1,6,1,1,27
1,0,8,2,17,8,3,13
1,5,4,1,2,5,1,28
0,2,7,2,50,1,2,4
0,6,4,1,13,16,5,8
1,0,6,2,4,8,3,25
0,5,10,3,26,10,1,27
1,0,10,3,11,15,1,29
1,0,2,0,61,9,1,19
0,0,1,0,24,20,1,29
1,3,5,1,16,5,1,31
0,1,5,1,11,6,9,22
1,5,4,1,22,19,3,28
1,2,7,2,162,12,1,25
1,4,2,0,63,12,1,9
1,1,8,2,18,20,1,14
1,5,7,2,37,21,3,7
0,1,1,0,16,9,3,9
1,0,6,2,50,6,2,4
1,3,11,3,39,10,1,15
0,1,7,2,20,15,18,3
1,3,9,3,10,0,2,20
1,6,5,1,22,9,4,27
0,5,1,0,47,13,1,27
1,3,8,2,4,11,19,9
1,2,3,1,9,5,2,7
1,1,1,0,48,18,1,2
1,3,11,3,18,13,1,8
1,5,8,2,16,14,12,25
0,2,3,1,18,8,1,21
1,2,6,2,28,14,1,13
1,5,1,0,47,18,1,13
0,4,11,3,3,8,12,9
0,0,11,3,37,11,1,5
0,4,3,1,22,18,1,30
0,6,8,2,12,16,8,5
1,0,3,1,30,17,1,19
0,5,4,1,24,1,1,14
0,3,12,0,4,6,6,13
0,6,5,1,18,7,1,6
1,5,4,1,6,8,6,14
0,6,8,2,11,23,11,26
1,5,3,1,39,14,1,17
1,4,11,3,29,16,2,2
0,2,2,0,2,22,5,7
